UniqueID,Tray,Genotype,GrandmaternalTemp,GrandmaternalVern,MaxLeafNumber,MaxLength,Bolting,Flower,FirstFruit,FirstYellowFruit,Generation,FlowerInterval,FruitInterval
PV3_34,J,Ag0,Low,Unvernalized,23,29.34,22,27,30,44,Grandprogeny,5,17
PV3_340,D,Ws1,High,Unvernalized,13,18.29,20,27,30,44,Grandprogeny,7,17
PV3_341,E,Ws1,High,Unvernalized,12,15.42,20,28,31,44,Grandprogeny,8,16
PV3_342,F,Ws1,High,Unvernalized,11,19.62,19,27,27,41,Grandprogeny,8,14
PV3_343,G,Ws1,High,Unvernalized,12,14.52,20,28,30,44,Grandprogeny,8,16
PV3_344,H,Ws1,High,Unvernalized,13,17.49,20,27,29,44,Grandprogeny,7,17
PV3_345,I,Ws1,High,Unvernalized,13,18.23,20,27,30,44,Grandprogeny,7,17
PV3_346,J,Ws1,High,Unvernalized,13,17.93,20,27,30,44,Grandprogeny,7,17
PV3_347,K,Ws1,High,Unvernalized,11,15.54,19,27,29,43,Grandprogeny,8,16
PV3_348,L,Ws1,High,Unvernalized,11,14.87,20,27,30,44,Grandprogeny,7,17
PV3_349,A,Ws1,High,Vernalized,12,16.94,20,27,31,48,Grandprogeny,7,21
PV3_35,K,Ag0,Low,Unvernalized,23,25.26,23,28,31,43,Grandprogeny,5,15
PV3_350,B,Ws1,High,Vernalized,12,19.56,21,27,30,44,Grandprogeny,6,17
PV3_351,C,Ws1,High,Vernalized,11,15.7,20,28,29,48,Grandprogeny,8,20
PV3_352,D,Ws1,High,Vernalized,11,16.55,21,28,31,45,Grandprogeny,7,17
PV3_353,E,Ws1,High,Vernalized,12,17.92,20,27,28,43,Grandprogeny,7,16
PV3_354,F,Ws1,High,Vernalized,12,19.6,20,27,33,48,Grandprogeny,7,21
PV3_355,G,Ws1,High,Vernalized,12,15.72,20,27,29,43,Grandprogeny,7,16
PV3_356,H,Ws1,High,Vernalized,12,19.55,20,27,29,42,Grandprogeny,7,15
PV3_357,I,Ws1,High,Vernalized,12,15.68,18,27,29,43,Grandprogeny,9,16
PV3_358,J,Ws1,High,Vernalized,12,18.09,19,27,29,43,Grandprogeny,8,16
PV3_359,K,Ws1,High,Vernalized,13,17.59,20,27,29,43,Grandprogeny,7,16
PV3_36,L,Ag0,Low,Unvernalized,42,34.02,27,31,33,45,Grandprogeny,4,14
PV3_360,L,Ws1,High,Vernalized,13,15.67,19,27,28,42,Grandprogeny,8,15
PV3_361,A,Ws1,Low,Unvernalized,12,17.45,19,27,28,42,Grandprogeny,8,15
PV3_362,B,Ws1,Low,Unvernalized,12,16.16,18,24,27,41,Grandprogeny,6,17
PV3_363,C,Ws1,Low,Unvernalized,11,18.82,19,27,29,42,Grandprogeny,8,15
PV3_364,D,Ws1,Low,Unvernalized,13,14.78,18,27,28,41,Grandprogeny,9,14
PV3_365,E,Ws1,Low,Unvernalized,11,15.13,18,24,27,41,Grandprogeny,6,17
PV3_366,F,Ws1,Low,Unvernalized,11,15.52,17,24,28,43,Grandprogeny,7,19
PV3_367,G,Ws1,Low,Unvernalized,12,14.66,18,27,27,42,Grandprogeny,9,15
PV3_368,H,Ws1,Low,Unvernalized,12,18.12,19,27,28,42,Grandprogeny,8,15
PV3_369,I,Ws1,Low,Unvernalized,12,15.67,19,27,29,42,Grandprogeny,8,15
PV3_37,A,Ag0,Low,Vernalized,48,34.57,27,31,33,44,Grandprogeny,4,13
PV3_370,J,Ws1,Low,Unvernalized,12,16.06,18,24,28,42,Grandprogeny,6,18
PV3_371,K,Ws1,Low,Unvernalized,12,16.82,19,27,29,42,Grandprogeny,8,15
PV3_372,L,Ws1,Low,Unvernalized,12,17.81,19,27,29,42,Grandprogeny,8,15
PV3_373,A,Ws1,Low,Vernalized,12,16.22,19,27,28,41,Grandprogeny,8,14
PV3_374,B,Ws1,Low,Vernalized,13,18.42,19,27,29,41,Grandprogeny,8,14
PV3_375,C,Ws1,Low,Vernalized,11,12.4,18,24,27,41,Grandprogeny,6,17
PV3_376,D,Ws1,Low,Vernalized,13,17.57,20,27,29,41,Grandprogeny,7,14
PV3_377,E,Ws1,Low,Vernalized,13,19.87,20,27,28,42,Grandprogeny,7,15
PV3_378,F,Ws1,Low,Vernalized,13,19.74,19,27,28,42,Grandprogeny,8,15
PV3_379,G,Ws1,Low,Vernalized,12,15.64,17,24,27,42,Grandprogeny,7,18
PV3_38,B,Ag0,Low,Vernalized,19,23.58,20,27,28,44,Grandprogeny,7,17
PV3_380,H,Ws1,Low,Vernalized,14,17.47,20,27,28,42,Grandprogeny,7,15
PV3_381,I,Ws1,Low,Vernalized,12,17.39,19,27,28,41,Grandprogeny,8,14
PV3_382,J,Ws1,Low,Vernalized,11,14.98,18,24,27,41,Grandprogeny,6,17
PV3_383,K,Ws1,Low,Vernalized,12,16.55,19,27,28,41,Grandprogeny,8,14
PV3_384,L,Ws1,Low,Vernalized,12,16.25,19,27,28,41,Grandprogeny,8,14
PV3_39,C,Ag0,Low,Vernalized,26,25.16,21,27,28,43,Grandprogeny,6,16
PV3_4,D,Ag0,High,Unvernalized,17,27.16,23,29,31,44,Grandprogeny,6,15
PV3_40,D,Ag0,Low,Vernalized,16,23.21,20,27,28,44,Grandprogeny,7,17
PV3_41,E,Ag0,Low,Vernalized,17,24.78,20,27,32,44,Grandprogeny,7,17
PV3_42,F,Ag0,Low,Vernalized,19,23.11,20,27,28,44,Grandprogeny,7,17
PV3_44,H,Ag0,Low,Vernalized,24,25.88,21,27,28,43,Grandprogeny,6,16
PV3_45,I,Ag0,Low,Vernalized,24,29.35,22,27,29,43,Grandprogeny,5,16
PV3_46,J,Ag0,Low,Vernalized,16,25.17,21,27,30,43,Grandprogeny,6,16
PV3_47,K,Ag0,Low,Vernalized,20,25.34,22,28,30,43,Grandprogeny,6,15
PV3_48,L,Ag0,Low,Vernalized,13,21.75,20,27,29,43,Grandprogeny,7,16
PV3_49,A,Col0,High,Unvernalized,31,34.1,31,36,40,55,Grandprogeny,5,19
PV3_5,E,Ag0,High,Unvernalized,17,23.36,20,27,32,44,Grandprogeny,7,17
PV3_50,B,Col0,High,Unvernalized,26,30.02,28,32,35,48,Grandprogeny,4,16
PV3_51,C,Col0,High,Unvernalized,25,32.94,28,33,35,49,Grandprogeny,5,16
PV3_52,D,Col0,High,Unvernalized,27,29.14,31,34,37,49,Grandprogeny,3,15
PV3_53,E,Col0,High,Unvernalized,29,30.09,31,36,38,51,Grandprogeny,5,15
PV3_54,F,Col0,High,Unvernalized,28,28.84,28,32,34,48,Grandprogeny,4,16
PV3_55,G,Col0,High,Unvernalized,30,37.11,28,31,36,48,Grandprogeny,3,17
PV3_56,H,Col0,High,Unvernalized,24,34.84,29,34,37,50,Grandprogeny,5,16
PV3_57,I,Col0,High,Unvernalized,25,27.12,29,34,36,49,Grandprogeny,5,15
PV3_58,J,Col0,High,Unvernalized,26,32.87,28,32,36,49,Grandprogeny,4,17
PV3_59,K,Col0,High,Unvernalized,24,29.17,28,32,35,48,Grandprogeny,4,16
PV3_6,F,Ag0,High,Unvernalized,32,39.01,29,33,35,48,Grandprogeny,4,15
PV3_60,L,Col0,High,Unvernalized,23,30.39,31,35,39,51,Grandprogeny,4,16
PV3_61,A,Col0,High,Vernalized,24,22.06,31,35,38,51,Grandprogeny,4,16
PV3_62,B,Col0,High,Vernalized,20,21.69,28,31,33,48,Grandprogeny,3,17
PV3_63,C,Col0,High,Vernalized,25,24.6,33,38,42,56,Grandprogeny,5,18
PV3_64,D,Col0,High,Vernalized,26,27.95,29,33,37,50,Grandprogeny,4,17
PV3_65,E,Col0,High,Vernalized,31,31.55,28,33,36,51,Grandprogeny,5,18
PV3_66,F,Col0,High,Vernalized,36,37.45,29,34,38,51,Grandprogeny,5,17
PV3_67,G,Col0,High,Vernalized,40,35.44,35,39,43,58,Grandprogeny,4,19
PV3_68,H,Col0,High,Vernalized,34,34.83,32,36,40,51,Grandprogeny,4,15
PV3_69,I,Col0,High,Vernalized,32,35.72,28,33,36,51,Grandprogeny,5,18
PV3_7,G,Ag0,High,Unvernalized,20,27.52,23,28,32,44,Grandprogeny,5,16
PV3_70,J,Col0,High,Vernalized,34,40.19,28,33,36,51,Grandprogeny,5,18
PV3_71,K,Col0,High,Vernalized,35,35.12,30,35,38,51,Grandprogeny,5,16
PV3_72,L,Col0,High,Vernalized,35,37.11,29,35,38,55,Grandprogeny,6,20
PV3_73,A,Col0,Low,Unvernalized,54,37.5,35,40,43,61,Grandprogeny,5,21
PV3_74,B,Col0,Low,Unvernalized,34,33.39,29,34,38,51,Grandprogeny,5,17
PV3_75,C,Col0,Low,Unvernalized,30,40.34,31,35,39,55,Grandprogeny,4,20
PV3_76,D,Col0,Low,Unvernalized,39,38.47,30,35,38,51,Grandprogeny,5,16
PV3_77,E,Col0,Low,Unvernalized,36,38.38,33,38,42,57,Grandprogeny,5,19
PV3_78,F,Col0,Low,Unvernalized,31,34.81,28,34,38,51,Grandprogeny,6,17
PV3_79,G,Col0,Low,Unvernalized,37,38.26,36,42,45,58,Grandprogeny,6,16
PV3_8,H,Ag0,High,Unvernalized,37,36.86,29,34,36,51,Grandprogeny,5,17
PV3_80,H,Col0,Low,Unvernalized,38,45.97,39,48,50,65,Grandprogeny,9,17
PV3_81,I,Col0,Low,Unvernalized,35,39.87,28,33,37,51,Grandprogeny,5,18
PV3_82,J,Col0,Low,Unvernalized,29,37.8,28,34,36,51,Grandprogeny,6,17
PV3_83,K,Col0,Low,Unvernalized,28,38.23,28,33,37,51,Grandprogeny,5,18
PV3_84,L,Col0,Low,Unvernalized,36,41.95,30,35,38,52,Grandprogeny,5,17
PV3_85,A,Col0,Low,Vernalized,34,37.98,32,38,42,55,Grandprogeny,6,17
PV3_86,B,Col0,Low,Vernalized,34,33.64,30,35,38,51,Grandprogeny,5,16
PV3_89,E,Col0,Low,Vernalized,43,39.85,28,33,37,51,Grandprogeny,5,18
PV3_9,I,Ag0,High,Unvernalized,45,,27,33,35,48,Grandprogeny,6,15
PV3_90,F,Col0,Low,Vernalized,33,33.74,29,33,37,50,Grandprogeny,4,17
PV3_91,G,Col0,Low,Vernalized,32,37.22,28,33,36,51,Grandprogeny,5,18
PV3_92,H,Col0,Low,Vernalized,37,38.62,30,34,38,51,Grandprogeny,4,17
PV3_93,I,Col0,Low,Vernalized,58,34.17,44,48,51,68,Grandprogeny,4,20
PV3_94,J,Col0,Low,Vernalized,40,38.23,33,37,41,55,Grandprogeny,4,18
PV3_95,K,Col0,Low,Vernalized,44,42.51,36,41,44,60,Grandprogeny,5,19
PV3_96,L,Col0,Low,Vernalized,35,40.14,33,39,42,56,Grandprogeny,6,17
PV3_97,A,Cvi0,High,Unvernalized,21,44.39,33,39,43,56,Grandprogeny,6,17
PV3_98,B,Cvi0,High,Unvernalized,38,43.56,33,36,40,55,Grandprogeny,3,19
PV3_99,C,Cvi0,High,Unvernalized,22,42.78,32,39,41,60,Grandprogeny,7,21
